"Source:","D:\V_meter_2\stend_e3\stend_main4_dummy\stend_main.kicad_sch"
"Date:","10/23/2021 11:44:15 AM"
"Tool:","Eeschema (5.99.0-12829-gf2783a86e0)"
"Generator:","C:\Program Files\KiCad\5.99\bin\scripting\plugins/bom_csv_grouped_by_value.py"
"Component Count:","356"

"Individual Components:"

"Item","Qty","Reference(s)","Value","LibPart","Footprint","Datasheet","PIN1","PIN10","PIN2","PIN3","PIN4","PIN5","PIN6","PIN7","PIN8","PIN9","ValueAnalog","ValueC","ValueGOST","ValueGroup","ValueManufacturer","ValueName","ValueNote","ValueSupplier","ValueTU","ValueTemp_1","ValueTemp_2","ValueTemp_3","ValueTemp_4","ValueTemp_5","ValueTemperature","volume"
"","","VD10","LED","my_Library:LED","my_Library_ftprint:LED_0805_2012Metric","http://cdn-reichelt.de/documents/datenblatt/A500/SFH4346.pdf","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","VD11","1N4148W","my_Library:1N4148W","my_Library_ftprint:D_SOD-123","https://assets.nexperia.com/documents/data-sheet/1N4148_1N4448.pdf","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","VD12","LED","my_Library:LED","my_Library_ftprint:LED_0805_2012Metric","http://cdn-reichelt.de/documents/datenblatt/A500/SFH4346.pdf","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","VD13","1N4148W","my_Library:1N4148W","my_Library_ftprint:D_SOD-123","https://assets.nexperia.com/documents/data-sheet/1N4148_1N4448.pdf","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","VD14","LED","my_Library:LED","my_Library_ftprint:LED_0805_2012Metric","http://cdn-reichelt.de/documents/datenblatt/A500/SFH4346.pdf","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","VD15","1N4148W","my_Library:1N4148W","my_Library_ftprint:D_SOD-123","https://assets.nexperia.com/documents/data-sheet/1N4148_1N4448.pdf","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","VD16","LED","my_Library:LED","my_Library_ftprint:LED_0805_2012Metric","http://cdn-reichelt.de/documents/datenblatt/A500/SFH4346.pdf","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","VD17","1N4148W","my_Library:1N4148W","my_Library_ftprint:D_SOD-123","https://assets.nexperia.com/documents/data-sheet/1N4148_1N4448.pdf","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","VD18","LED","my_Library:LED","my_Library_ftprint:LED_0805_2012Metric","http://cdn-reichelt.de/documents/datenblatt/A500/SFH4346.pdf","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","VD19","1N4148W","my_Library:1N4148W","my_Library_ftprint:D_SOD-123","https://assets.nexperia.com/documents/data-sheet/1N4148_1N4448.pdf","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","VD20","LED","my_Library:LED","my_Library_ftprint:LED_0805_2012Metric","http://cdn-reichelt.de/documents/datenblatt/A500/SFH4346.pdf","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","VD21","1N4148W","my_Library:1N4148W","my_Library_ftprint:D_SOD-123","https://assets.nexperia.com/documents/data-sheet/1N4148_1N4448.pdf","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","VD22","LED","my_Library:LED","my_Library_ftprint:LED_0805_2012Metric","http://cdn-reichelt.de/documents/datenblatt/A500/SFH4346.pdf","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","VD23","1N4148W","my_Library:1N4148W","my_Library_ftprint:D_SOD-123","https://assets.nexperia.com/documents/data-sheet/1N4148_1N4448.pdf","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","VD24","LED","my_Library:LED","my_Library_ftprint:LED_0805_2012Metric","http://cdn-reichelt.de/documents/datenblatt/A500/SFH4346.pdf","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","VD25","1N4148W","my_Library:1N4148W","my_Library_ftprint:D_SOD-123","https://assets.nexperia.com/documents/data-sheet/1N4148_1N4448.pdf","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","VD26","LED","my_Library:LED","my_Library_ftprint:LED_0805_2012Metric","http://cdn-reichelt.de/documents/datenblatt/A500/SFH4346.pdf","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","VD27","1N4148W","my_Library:1N4148W","my_Library_ftprint:D_SOD-123","https://assets.nexperia.com/documents/data-sheet/1N4148_1N4448.pdf","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","VD28","LED","my_Library:LED","my_Library_ftprint:LED_0805_2012Metric","http://cdn-reichelt.de/documents/datenblatt/A500/SFH4346.pdf","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","VD29","1N4148W","my_Library:1N4148W","my_Library_ftprint:D_SOD-123","https://assets.nexperia.com/documents/data-sheet/1N4148_1N4448.pdf","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","VD30","LED","my_Library:LED","my_Library_ftprint:LED_0805_2012Metric","http://cdn-reichelt.de/documents/datenblatt/A500/SFH4346.pdf","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","VD31","1N4148W","my_Library:1N4148W","my_Library_ftprint:D_SOD-123","https://assets.nexperia.com/documents/data-sheet/1N4148_1N4448.pdf","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","VD32","LED","my_Library:LED","my_Library_ftprint:LED_0805_2012Metric","http://cdn-reichelt.de/documents/datenblatt/A500/SFH4346.pdf","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","VD33","1N4148W","my_Library:1N4148W","my_Library_ftprint:D_SOD-123","https://assets.nexperia.com/documents/data-sheet/1N4148_1N4448.pdf","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","VD34","LED","my_Library:LED","my_Library_ftprint:LED_0805_2012Metric","http://cdn-reichelt.de/documents/datenblatt/A500/SFH4346.pdf","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","VD35","1N4148W","my_Library:1N4148W","my_Library_ftprint:D_SOD-123","https://assets.nexperia.com/documents/data-sheet/1N4148_1N4448.pdf","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","VD36","LED","my_Library:LED","my_Library_ftprint:LED_0805_2012Metric","http://cdn-reichelt.de/documents/datenblatt/A500/SFH4346.pdf","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","VD37","1N4148W","my_Library:1N4148W","my_Library_ftprint:D_SOD-123","https://assets.nexperia.com/documents/data-sheet/1N4148_1N4448.pdf","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","VD38","LED","my_Library:LED","my_Library_ftprint:LED_0805_2012Metric","http://cdn-reichelt.de/documents/datenblatt/A500/SFH4346.pdf","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","VD39","1N4148W","my_Library:1N4148W","my_Library_ftprint:D_SOD-123","https://assets.nexperia.com/documents/data-sheet/1N4148_1N4448.pdf","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","VD40","LED","my_Library:LED","my_Library_ftprint:LED_0805_2012Metric","http://cdn-reichelt.de/documents/datenblatt/A500/SFH4346.pdf","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","VD41","1N4148W","my_Library:1N4148W","my_Library_ftprint:D_SOD-123","https://assets.nexperia.com/documents/data-sheet/1N4148_1N4448.pdf","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","VD42","LED","my_Library:LED","my_Library_ftprint:LED_0805_2012Metric","http://cdn-reichelt.de/documents/datenblatt/A500/SFH4346.pdf","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","VD43","1N4148W","my_Library:1N4148W","my_Library_ftprint:D_SOD-123","https://assets.nexperia.com/documents/data-sheet/1N4148_1N4448.pdf","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","VD44","LED","my_Library:LED","my_Library_ftprint:LED_0805_2012Metric","http://cdn-reichelt.de/documents/datenblatt/A500/SFH4346.pdf","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","VD45","1N4148W","my_Library:1N4148W","my_Library_ftprint:D_SOD-123","https://assets.nexperia.com/documents/data-sheet/1N4148_1N4448.pdf","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","VD46","LED","my_Library:LED","my_Library_ftprint:LED_0805_2012Metric","http://cdn-reichelt.de/documents/datenblatt/A500/SFH4346.pdf","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","VD47","1N4148W","my_Library:1N4148W","my_Library_ftprint:D_SOD-123","https://assets.nexperia.com/documents/data-sheet/1N4148_1N4448.pdf","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","VD48","LED","my_Library:LED","my_Library_ftprint:LED_0805_2012Metric","http://cdn-reichelt.de/documents/datenblatt/A500/SFH4346.pdf","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","VD49","1N4148W","my_Library:1N4148W","my_Library_ftprint:D_SOD-123","https://assets.nexperia.com/documents/data-sheet/1N4148_1N4448.pdf","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","VD50","LED","my_Library:LED","my_Library_ftprint:LED_0805_2012Metric","http://cdn-reichelt.de/documents/datenblatt/A500/SFH4346.pdf","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","VD51","1N4148W","my_Library:1N4148W","my_Library_ftprint:D_SOD-123","https://assets.nexperia.com/documents/data-sheet/1N4148_1N4448.pdf","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","VD52","LED","my_Library:LED","my_Library_ftprint:LED_0805_2012Metric","http://cdn-reichelt.de/documents/datenblatt/A500/SFH4346.pdf","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","VD53","1N4148W","my_Library:1N4148W","my_Library_ftprint:D_SOD-123","https://assets.nexperia.com/documents/data-sheet/1N4148_1N4448.pdf","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","VD54","1N4148W","my_Library:1N4148W","my_Library_ftprint:D_SOD-123","https://assets.nexperia.com/documents/data-sheet/1N4148_1N4448.pdf","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","VD55","LED","my_Library:LED","my_Library_ftprint:LED_0805_2012Metric","http://cdn-reichelt.de/documents/datenblatt/A500/SFH4346.pdf","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","VD56","LED","my_Library:LED","my_Library_ftprint:LED_0805_2012Metric","http://cdn-reichelt.de/documents/datenblatt/A500/SFH4346.pdf","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","VD57","LED","my_Library:LED","my_Library_ftprint:LED_0805_2012Metric","http://cdn-reichelt.de/documents/datenblatt/A500/SFH4346.pdf","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","VD58","LED","my_Library:LED","my_Library_ftprint:LED_0805_2012Metric","http://cdn-reichelt.de/documents/datenblatt/A500/SFH4346.pdf","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","VD59","1N4148W","my_Library:1N4148W","my_Library_ftprint:D_SOD-123","https://assets.nexperia.com/documents/data-sheet/1N4148_1N4448.pdf","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","VD60","LED","my_Library:LED","my_Library_ftprint:LED_0805_2012Metric","http://cdn-reichelt.de/documents/datenblatt/A500/SFH4346.pdf","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","VD61","1N4148W","my_Library:1N4148W","my_Library_ftprint:D_SOD-123","https://assets.nexperia.com/documents/data-sheet/1N4148_1N4448.pdf","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","VT1","2SC1815","my_Library:2SC1815","my_Library_ftprint:SOT-23_MY_C_E_Silk","https://media.digikey.com/pdf/Data%20Sheets/Toshiba%20PDFs/2SC1815.pdf","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","VT2","2SC1815","my_Library:2SC1815","my_Library_ftprint:SOT-23_MY_C_E_Silk","https://media.digikey.com/pdf/Data%20Sheets/Toshiba%20PDFs/2SC1815.pdf","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","VT3","2SC1815","my_Library:2SC1815","my_Library_ftprint:SOT-23_MY_C_E_Silk","https://media.digikey.com/pdf/Data%20Sheets/Toshiba%20PDFs/2SC1815.pdf","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","VT4","2SC1815","my_Library:2SC1815","my_Library_ftprint:SOT-23_MY_C_E_Silk","https://media.digikey.com/pdf/Data%20Sheets/Toshiba%20PDFs/2SC1815.pdf","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","VT5","2SC1815","my_Library:2SC1815","my_Library_ftprint:SOT-23_MY_C_E_Silk","https://media.digikey.com/pdf/Data%20Sheets/Toshiba%20PDFs/2SC1815.pdf","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","VT6","2SC1815","my_Library:2SC1815","my_Library_ftprint:SOT-23_MY_C_E_Silk","https://media.digikey.com/pdf/Data%20Sheets/Toshiba%20PDFs/2SC1815.pdf","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","VT7","2SC1815","my_Library:2SC1815","my_Library_ftprint:SOT-23_MY_C_E_Silk","https://media.digikey.com/pdf/Data%20Sheets/Toshiba%20PDFs/2SC1815.pdf","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","VT8","2SC1815","my_Library:2SC1815","my_Library_ftprint:SOT-23_MY_C_E_Silk","https://media.digikey.com/pdf/Data%20Sheets/Toshiba%20PDFs/2SC1815.pdf","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","VT9","2SC1815","my_Library:2SC1815","my_Library_ftprint:SOT-23_MY_C_E_Silk","https://media.digikey.com/pdf/Data%20Sheets/Toshiba%20PDFs/2SC1815.pdf","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","VT10","2SC1815","my_Library:2SC1815","my_Library_ftprint:SOT-23_MY_C_E_Silk","https://media.digikey.com/pdf/Data%20Sheets/Toshiba%20PDFs/2SC1815.pdf","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","VT11","2SC1815","my_Library:2SC1815","my_Library_ftprint:SOT-23_MY_C_E_Silk","https://media.digikey.com/pdf/Data%20Sheets/Toshiba%20PDFs/2SC1815.pdf","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","VT12","2SC1815","my_Library:2SC1815","my_Library_ftprint:SOT-23_MY_C_E_Silk","https://media.digikey.com/pdf/Data%20Sheets/Toshiba%20PDFs/2SC1815.pdf","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","VT13","2SC1815","my_Library:2SC1815","my_Library_ftprint:SOT-23_MY_C_E_Silk","https://media.digikey.com/pdf/Data%20Sheets/Toshiba%20PDFs/2SC1815.pdf","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","VT14","2SC1815","my_Library:2SC1815","my_Library_ftprint:SOT-23_MY_C_E_Silk","https://media.digikey.com/pdf/Data%20Sheets/Toshiba%20PDFs/2SC1815.pdf","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","VT15","2SC1815","my_Library:2SC1815","my_Library_ftprint:SOT-23_MY_C_E_Silk","https://media.digikey.com/pdf/Data%20Sheets/Toshiba%20PDFs/2SC1815.pdf","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","VT16","2SC1815","my_Library:2SC1815","my_Library_ftprint:SOT-23_MY_C_E_Silk","https://media.digikey.com/pdf/Data%20Sheets/Toshiba%20PDFs/2SC1815.pdf","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","VT17","2SC1815","my_Library:2SC1815","my_Library_ftprint:SOT-23_MY_C_E_Silk","https://media.digikey.com/pdf/Data%20Sheets/Toshiba%20PDFs/2SC1815.pdf","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","VT18","2SC1815","my_Library:2SC1815","my_Library_ftprint:SOT-23_MY_C_E_Silk","https://media.digikey.com/pdf/Data%20Sheets/Toshiba%20PDFs/2SC1815.pdf","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","VT19","2SC1815","my_Library:2SC1815","my_Library_ftprint:SOT-23_MY_C_E_Silk","https://media.digikey.com/pdf/Data%20Sheets/Toshiba%20PDFs/2SC1815.pdf","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","VT20","2SC1815","my_Library:2SC1815","my_Library_ftprint:SOT-23_MY_C_E_Silk","https://media.digikey.com/pdf/Data%20Sheets/Toshiba%20PDFs/2SC1815.pdf","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","VT21","2SC1815","my_Library:2SC1815","my_Library_ftprint:SOT-23_MY_C_E_Silk","https://media.digikey.com/pdf/Data%20Sheets/Toshiba%20PDFs/2SC1815.pdf","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","VT22","2SC1815","my_Library:2SC1815","my_Library_ftprint:SOT-23_MY_C_E_Silk","https://media.digikey.com/pdf/Data%20Sheets/Toshiba%20PDFs/2SC1815.pdf","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","VT23","2SC1815","my_Library:2SC1815","my_Library_ftprint:SOT-23_MY_C_E_Silk","https://media.digikey.com/pdf/Data%20Sheets/Toshiba%20PDFs/2SC1815.pdf","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","VT24","2SC1815","my_Library:2SC1815","my_Library_ftprint:SOT-23_MY_C_E_Silk","https://media.digikey.com/pdf/Data%20Sheets/Toshiba%20PDFs/2SC1815.pdf","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","VT25","2SC1815","my_Library:2SC1815","my_Library_ftprint:SOT-23_MY_C_E_Silk","https://media.digikey.com/pdf/Data%20Sheets/Toshiba%20PDFs/2SC1815.pdf","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","VT26","2SC1815_TO92","my_Library:2SC1815_TO92","my_Library_ftprint:TO-92L_Inline","https://media.digikey.com/pdf/Data%20Sheets/Toshiba%20PDFs/2SC1815.pdf","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","VT27","2SC1815_TO92","my_Library:2SC1815_TO92","my_Library_ftprint:TO-92L_Inline","https://media.digikey.com/pdf/Data%20Sheets/Toshiba%20PDFs/2SC1815.pdf","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","VT28","2SC1815","my_Library:2SC1815","my_Library_ftprint:SOT-23_MY_C_E_Silk","https://media.digikey.com/pdf/Data%20Sheets/Toshiba%20PDFs/2SC1815.pdf","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","VT29","2SC1815","my_Library:2SC1815","my_Library_ftprint:SOT-23_MY_C_E_Silk","https://media.digikey.com/pdf/Data%20Sheets/Toshiba%20PDFs/2SC1815.pdf","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","VT30","2SC1815_TO92","my_Library:2SC1815_TO92","my_Library_ftprint:TO-92L_Inline","https://media.digikey.com/pdf/Data%20Sheets/Toshiba%20PDFs/2SC1815.pdf","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","X1","JST-B2B-XHA_Left","my_Library:JST-B2B-XHA_Left","my_Library_ftprint:JST_EH_B5B-EH-A_1x05_P2.50mm_Vertical","","","","","","","","","","","","PLD-10 DS-1021","","розетка СНП346-5PП21-1","Соединители","ф. АО «Электродеталь»","ВИЛКА НА ПЛАТУ 2.5 ММ ШАГ","-","ф. АО «Электродеталь»","РЮМК.430420.011ТУ","РЮМК.430420.011ТУ","-","-","-","-","от минус 60 ⁰C до + 85 ⁰C",""
"","","X2","B5B-XH-A_Left","my_Library:B5B-XH-A_Left","my_Library_ftprint:JST_EH_B5B-EH-A_1x05_P2.50mm_Vertical","C:/Program Files/KiCad/share/LTM_KiCAD_LIB/LTM_DataSheet/Каталог_АО_Электродеталь.pdf","1","","2","3","4","5","","","","","PLD-10","","Вилка JST B5B-XH-A","Соединители","ф. АО «Электродеталь»","Вилка JST B5B-XH-A","-","ф. АО «Электродеталь»","ПРЯМАЯ","РЮМК.430420.011ТУ","-","-","-","-","от минус 60 ⁰C до + 85 ⁰C",""
"","","X3","B5B-XH-A_Left","my_Library:B5B-XH-A_Left","my_Library_ftprint:JST_EH_B5B-EH-A_1x05_P2.50mm_Vertical","C:/Program Files/KiCad/share/LTM_KiCAD_LIB/LTM_DataSheet/Каталог_АО_Электродеталь.pdf","1","","2","3","4","5","","","","","PLD-10","","Вилка JST B5B-XH-A","Соединители","ф. АО «Электродеталь»","Вилка JST B5B-XH-A","-","ф. АО «Электродеталь»","ПРЯМАЯ","РЮМК.430420.011ТУ","-","-","-","-","от минус 60 ⁰C до + 85 ⁰C",""
"","","X4","B10B-XH-A_right","my_Library:B10B-XH-A_right","my_Library_ftprint:JST_EH_B10B-EH-A_1x10_P2.50mm_Vertical","C:/Program Files/KiCad/share/LTM_KiCAD_LIB/LTM_DataSheet/Каталог_АО_Электродеталь.pdf","1","10","2","3","4","5","6","7","8","9","PLD-10","","Вилка JST B10B-XH-A","Соединители","ф. АО «Электродеталь»","Вилка JST B10B-XH-A","-","ф. АО «Электродеталь»","ПРЯМАЯ","РЮМК.430420.011ТУ","-","-","-","-","от минус 60 ⁰C до + 85 ⁰C",""
"","","X5","B10B-XH-A_right","my_Library:B10B-XH-A_right","my_Library_ftprint:JST_EH_B10B-EH-A_1x10_P2.50mm_Vertical","C:/Program Files/KiCad/share/LTM_KiCAD_LIB/LTM_DataSheet/Каталог_АО_Электродеталь.pdf","1","10","2","3","4","5","6","7","8","9","PLD-10","","Вилка JST B10B-XH-A","Соединители","ф. АО «Электродеталь»","Вилка JST B10B-XH-A","-","ф. АО «Электродеталь»","ПРЯМАЯ","РЮМК.430420.011ТУ","-","-","-","-","от минус 60 ⁰C до + 85 ⁰C",""
"","","X6","B10B-XH-A_right","my_Library:B10B-XH-A_right","my_Library_ftprint:JST_EH_B10B-EH-A_1x10_P2.50mm_Vertical","C:/Program Files/KiCad/share/LTM_KiCAD_LIB/LTM_DataSheet/Каталог_АО_Электродеталь.pdf","1","10","2","3","4","5","6","7","8","9","PLD-10","","Вилка JST B10B-XH-A","Соединители","ф. АО «Электродеталь»","Вилка JST B10B-XH-A","-","ф. АО «Электродеталь»","ПРЯМАЯ","РЮМК.430420.011ТУ","-","-","-","-","от минус 60 ⁰C до + 85 ⁰C",""



"Collated Components:"

"Item","Qty","Reference(s)","Value","LibPart","Footprint","Datasheet","PIN1","PIN10","PIN2","PIN3","PIN4","PIN5","PIN6","PIN7","PIN8","PIN9","ValueAnalog","ValueC","ValueGOST","ValueGroup","ValueManufacturer","ValueName","ValueNote","ValueSupplier","ValueTU","ValueTemp_1","ValueTemp_2","ValueTemp_3","ValueTemp_4","ValueTemp_5","ValueTemperature","volume"
"1","7","BB1, BB2, BB3, BB4, BB5, BB6, BB7","bread_16pins","my_Library:bread_16pins","my_Library_ftprint:breadboard_DIP-16_W7.62mm_Socket_LongPads","http://www.ti.com/lit/ds/symlink/sn74hc595.pdf","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2","1","C1","K53-68-C-20V-10uF-10%","[LTM][Capacitors][K53-68][A_B_C_D_E][5]:K53-68-C-20V-10uF-10%","[LTM][FP][Capacitors]:[LTM][C][Tantalum][C][6032-28]","C:/Program Files/KiCad/share/LTM_DataSheet/Конденсаторы_танталовые_К53-68_ОАО_Элеконд.pdf","","","","","","","","","","","SMD-TAN-C-10uF±10%","10000000","К53-68-C-20 В-10 мкФ ±10%","Конденсаторы","ф. ОАО ""Элеконд""","10 мкФ","-","ЗАО ""Спец-электронкомплект""","АЖЯР.673546.007 ТУ","АЖЯР.673546.007 ТУ","-","-","-","-","от минус 60 ⁰C до + 125 ⁰C",""
"3","83","CP1, CP2, CP3, CP5, CP6, CP7, CP9, CP10, CP11, CP13, CP14, CP15, CP17, CP18, CP19, CP21, CP22, CP23, CP25, CP26, CP27, CP29, CP30, CP31, CP33, CP34, CP35, CP37, CP38, CP39, CP41, CP42, CP43, CP45, CP46, CP47, CP49, CP50, CP51, CP53, CP54, CP55, CP57, CP58, CP59, CP61, CP62, CP63, CP65, CP66, CP67, CP69, CP70, CP71, CP73, CP74, CP75, CP77, CP78, CP79, CP81, CP82, CP83, CP85, CP86, CP87, CP89, CP90, CP91, CP93, CP94, CP95, CP97, CP98, CP99, CP103, CP104, CP105, CP106, CP107, CP111, CP112, CP113","CP_L","my_Library:CP_L","my_Library_ftprint:PinHeader_1x01_P2.54mm_Vertical","","","","","","","","","","","","PLD-10 DS-1021","","розетка СНП346-5PП21-1","Соединители","ф. АО «Электродеталь»","ВИЛКА НА ПЛАТУ 2.5 ММ ШАГ","-","ф. АО «Электродеталь»","РЮМК.430420.011ТУ","РЮМК.430420.011ТУ","-","-","-","-","от минус 60 ⁰C до + 85 ⁰C",""
"4","31","CP4, CP8, CP12, CP16, CP20, CP24, CP28, CP32, CP36, CP40, CP44, CP48, CP52, CP56, CP60, CP64, CP68, CP72, CP76, CP80, CP84, CP88, CP92, CP96, CP100, CP101, CP102, CP108, CP109, CP110, CP114","CP_R","my_Library:CP_R","my_Library_ftprint:PinHeader_1x01_P2.54mm_Vertical","","","","","","","","","","","","PLD-10 DS-1021","","розетка СНП346-5PП21-1","Соединители","ф. АО «Электродеталь»","ВИЛКА НА ПЛАТУ 2.5 ММ ШАГ","-","ф. АО «Электродеталь»","РЮМК.430420.011ТУ","РЮМК.430420.011ТУ","-","-","-","-","от минус 60 ⁰C до + 85 ⁰C",""
"5","1","DD1","NANO_ATmega328","my_Library:NANO_ATmega328","my_Library_ftprint:Nano_328pu","C:/Program Files/KiCad/share/LTM_DataSheet/Микросхема_микроконтроллер_ 1986ВЕ1Т_АО _ПКК_Миландр.pdf","","","","","","","","","","","К1986ВЕ1Т, К1986ВЕ1QI","","1986ВЕ1Т ","Микросхемы","АО «ПКК МИЛАНДР»","NANO_ATmega328","-","АО «ПКК МИЛАНДР»","АЕЯР.431280.860 ТУ","АЕЯР.431280.860 ТУ","-","-","-","-","от минус 60 ⁰C до + 125 ⁰C",""
"6","1","DD2","Display_1306","my_Library:Display_1306","my_Library_ftprint:PinHeader_1x04_P2.54mm_Vertical","C:/Program Files/KiCad/share/LTM_DataSheet/Микросхема_микроконтроллер_ 1986ВЕ1Т_АО _ПКК_Миландр.pdf","","","","","","","","","","","К1986ВЕ1Т, К1986ВЕ1QI","","1986ВЕ1Т ","Микросхемы","АО «ПКК МИЛАНДР»","Oled Display","-","АО «ПКК МИЛАНДР»","АЕЯР.431280.860 ТУ","АЕЯР.431280.860 ТУ","-","-","-","-","от минус 60 ⁰C до + 125 ⁰C",""
"7","3","DD3, DD4, DD5","74HC595","my_Library:74HC595","my_Library_ftprint:DIP-16_W7.62mm_Socket_LongPads","http://www.ti.com/lit/ds/symlink/sn74hc595.pdf","","","","","","","","","","","","","","","","","","","","","","","","","",""
"8","1","DD6","74HC595_register","my_Library:74HC595_register","my_Library_ftprint:DIP-16_W7.62mm_Socket_LongPads","http://www.ti.com/lit/ds/symlink/sn74hc595.pdf","","","","","","","","","","","","","","","","","","","","","","","","","",""
"9","27","K1, K2, K3, K4, K5, K6, K7, K8, K9, K10, K11, K12, K13, K14, K15, K16, K17, K18, K19, K20, K21, K22, K23, K24, K25, K26, K29","G6K-2F-Y-5VDC_L","my_Library:G6K-2F-Y-5VDC_L","my_Library_ftprint:Relay_DPDT_Omron_G6K-2F-Y","http://omronfs.omron.com/en_US/ecb/products/pdf/en-g6k.pdf","","","","","","","","","","","","","","","","","","","","","","","","","",""
"10","3","K27, K28, K30","Fujitsu_A5WK","my_Library:Fujitsu_A5WK","my_Library_ftprint:Relay_DPDT_Fujitsu_A5WK","https://www.fujitsu.com/downloads/MICRO/fcai/relays/ftr-f1.pdf","","","","","","","","","","","","","","","","","","","","","","","","","",""
"11","1","PCB1","board_symbol_190x310","my_Library:board_symbol_190x310","my_Library_ftprint:board_fp_190x310","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"12","4","R1, R2, R3, R84","12k","my_Library:33k","my_Library_ftprint:R_0805_2012Metric","~","","","","","","","","","","","","","","","","","","","","","","","","","",""
